batch,index,path,top_level,track,lines,size_bytes,risk_hint
4,490,SourcePackages/checkouts/mlx-swift-lm/Tests/MLXLMTests/TestTokenizer.swift,SourcePackages,C-dependency,148,4166,dependency
4,491,SourcePackages/checkouts/mlx-swift-lm/Tests/MLXLMTests/ToolTests.swift,SourcePackages,C-dependency,339,13636,dependency
4,492,SourcePackages/checkouts/mlx-swift-lm/Tests/MLXLMTests/UserInputTests.swift,SourcePackages,C-dependency,143,4115,dependency
4,493,SourcePackages/checkouts/mlx-swift/Package.swift,SourcePackages,C-dependency,269,9007,dependency
4,494,SourcePackages/checkouts/mlx-swift/Source/Examples/CustomFunctionExample.swift,SourcePackages,C-dependency,303,10841,dependency
4,495,SourcePackages/checkouts/mlx-swift/Source/Examples/CustomFunctionExampleSimple.swift,SourcePackages,C-dependency,163,4911,dependency
4,496,SourcePackages/checkouts/mlx-swift/Source/Examples/Example1.swift,SourcePackages,C-dependency,58,1558,dependency
4,497,SourcePackages/checkouts/mlx-swift/Source/Examples/Tutorial.swift,SourcePackages,C-dependency,143,4122,dependency
4,498,SourcePackages/checkouts/mlx-swift/Source/MLX/ArrayAt.swift,SourcePackages,C-dependency,238,6882,dependency
4,499,SourcePackages/checkouts/mlx-swift/Source/MLX/Cmlx+Util.swift,SourcePackages,C-dependency,181,5574,dependency
4,500,SourcePackages/checkouts/mlx-swift/Source/MLX/DType.swift,SourcePackages,C-dependency,435,13203,dependency
5,501,SourcePackages/checkouts/mlx-swift/Source/MLX/Device.swift,SourcePackages,C-dependency,197,5524,dependency
5,502,SourcePackages/checkouts/mlx-swift/Source/MLX/ErrorHandler.swift,SourcePackages,C-dependency,394,12052,dependency
5,503,SourcePackages/checkouts/mlx-swift/Source/MLX/Export.swift,SourcePackages,C-dependency,300,8676,dependency
5,504,SourcePackages/checkouts/mlx-swift/Source/MLX/FFT.swift,SourcePackages,C-dependency,633,25832,dependency
5,505,SourcePackages/checkouts/mlx-swift/Source/MLX/Factory.swift,SourcePackages,C-dependency,1328,40780,large-file;dependency
5,506,SourcePackages/checkouts/mlx-swift/Source/MLX/Foundation+Util.swift,SourcePackages,C-dependency,46,1130,dependency
5,507,SourcePackages/checkouts/mlx-swift/Source/MLX/GPU+Metal.swift,SourcePackages,C-dependency,235,8811,dependency
5,508,SourcePackages/checkouts/mlx-swift/Source/MLX/IO.swift,SourcePackages,C-dependency,341,10322,dependency
5,509,SourcePackages/checkouts/mlx-swift/Source/MLX/Linalg.swift,SourcePackages,C-dependency,719,27596,dependency
5,510,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray+Bytes.swift,SourcePackages,C-dependency,289,10710,dependency
5,511,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray+Indexing.swift,SourcePackages,C-dependency,1599,49356,large-file;dependency
5,512,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray+Init.swift,SourcePackages,C-dependency,557,19148,dependency
5,513,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray+Metal.swift,SourcePackages,C-dependency,37,1252,dependency
5,514,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray+Ops.swift,SourcePackages,C-dependency,3088,100938,large-file;dependency
5,515,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXArray.swift,SourcePackages,C-dependency,623,19676,dependency
5,516,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXCustomFunction.swift,SourcePackages,C-dependency,152,4660,dependency
5,517,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXFast.swift,SourcePackages,C-dependency,369,15009,dependency
5,518,SourcePackages/checkouts/mlx-swift/Source/MLX/MLXFastKernel.swift,SourcePackages,C-dependency,185,7501,dependency
5,519,SourcePackages/checkouts/mlx-swift/Source/MLX/Memory.swift,SourcePackages,C-dependency,359,12640,dependency
5,520,SourcePackages/checkouts/mlx-swift/Source/MLX/Nested.swift,SourcePackages,C-dependency,1013,37630,large-file;dependency
5,521,SourcePackages/checkouts/mlx-swift/Source/MLX/Ops+Array.swift,SourcePackages,C-dependency,1971,59664,large-file;dependency
5,522,SourcePackages/checkouts/mlx-swift/Source/MLX/Ops.swift,SourcePackages,C-dependency,3179,103710,large-file;dependency
5,523,SourcePackages/checkouts/mlx-swift/Source/MLX/ParameterTypes.swift,SourcePackages,C-dependency,208,5030,dependency
5,524,SourcePackages/checkouts/mlx-swift/Source/MLX/Protocols.swift,SourcePackages,C-dependency,36,1079,dependency
5,525,SourcePackages/checkouts/mlx-swift/Source/MLX/Random.swift,SourcePackages,C-dependency,1297,49475,large-file;dependency
5,526,SourcePackages/checkouts/mlx-swift/Source/MLX/State.swift,SourcePackages,C-dependency,108,3409,dependency
5,527,SourcePackages/checkouts/mlx-swift/Source/MLX/Stream.swift,SourcePackages,C-dependency,168,4612,dependency
5,528,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms+Compile.swift,SourcePackages,C-dependency,222,7859,dependency
5,529,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms+Eval.swift,SourcePackages,C-dependency,211,5256,dependency
5,530,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms+Grad.swift,SourcePackages,C-dependency,136,4266,dependency
5,531,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms+Internal.swift,SourcePackages,C-dependency,114,3772,dependency
5,532,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms+Vmap.swift,SourcePackages,C-dependency,97,3036,dependency
5,533,SourcePackages/checkouts/mlx-swift/Source/MLX/Transforms.swift,SourcePackages,C-dependency,89,3402,dependency
5,534,SourcePackages/checkouts/mlx-swift/Source/MLXFFT/FFT.swift,SourcePackages,C-dependency,270,10912,dependency
5,535,SourcePackages/checkouts/mlx-swift/Source/MLXFast/MLXFast.swift,SourcePackages,C-dependency,114,4552,dependency
5,536,SourcePackages/checkouts/mlx-swift/Source/MLXFast/MLXFastKernel.swift,SourcePackages,C-dependency,57,2278,dependency
5,537,SourcePackages/checkouts/mlx-swift/Source/MLXLinalg/Linalg.swift,SourcePackages,C-dependency,353,13595,dependency
5,538,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Activations.swift,SourcePackages,C-dependency,1126,23918,large-file;dependency
5,539,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Cache.swift,SourcePackages,C-dependency,59,1561,dependency
5,540,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Containers.swift,SourcePackages,C-dependency,136,3327,dependency
5,541,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Convolution.swift,SourcePackages,C-dependency,218,7406,dependency
5,542,SourcePackages/checkouts/mlx-swift/Source/MLXNN/ConvolutionTransposed.swift,SourcePackages,C-dependency,231,8176,dependency
5,543,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Dropout.swift,SourcePackages,C-dependency,131,4061,dependency
5,544,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Embedding.swift,SourcePackages,C-dependency,54,1878,dependency
5,545,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Linear.swift,SourcePackages,C-dependency,210,6563,dependency
5,546,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Losses.swift,SourcePackages,C-dependency,343,10825,dependency
5,547,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Module.swift,SourcePackages,C-dependency,1720,60963,large-file;dependency
5,548,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Normalization.swift,SourcePackages,C-dependency,358,11565,dependency
5,549,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Pooling.swift,SourcePackages,C-dependency,221,9412,dependency
5,550,SourcePackages/checkouts/mlx-swift/Source/MLXNN/PositionalEncoding.swift,SourcePackages,C-dependency,197,6886,dependency
5,551,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Quantized.swift,SourcePackages,C-dependency,392,13446,dependency
5,552,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Recurrent.swift,SourcePackages,C-dependency,267,8212,dependency
5,553,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Transformer.swift,SourcePackages,C-dependency,372,13328,dependency
5,554,SourcePackages/checkouts/mlx-swift/Source/MLXNN/Upsample.swift,SourcePackages,C-dependency,315,10218,dependency
5,555,SourcePackages/checkouts/mlx-swift/Source/MLXNN/ValueAndGrad.swift,SourcePackages,C-dependency,162,4949,dependency
5,556,SourcePackages/checkouts/mlx-swift/Source/MLXOptimizers/Optimizers.swift,SourcePackages,C-dependency,698,24109,dependency
5,557,SourcePackages/checkouts/mlx-swift/Source/MLXRandom/Random.swift,SourcePackages,C-dependency,547,21278,dependency
5,558,SourcePackages/checkouts/mlx-swift/Tests/CmlxTests/CmlxTests.swift,SourcePackages,C-dependency,34,799,dependency
5,559,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/ArrayAtTests.swift,SourcePackages,C-dependency,40,1393,dependency
5,560,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/DTypeTests.swift,SourcePackages,C-dependency,52,1702,dependency
5,561,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/ErrorTests.swift,SourcePackages,C-dependency,114,2851,dependency
5,562,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/ExportTests.swift,SourcePackages,C-dependency,96,2365,dependency
5,563,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/IntegrationTests.swift,SourcePackages,C-dependency,7077,278589,large-file;dependency
5,564,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/LinalgTests.swift,SourcePackages,C-dependency,67,2363,dependency
5,565,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/LossTests.swift,SourcePackages,C-dependency,33,1019,dependency
5,566,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXArray+IndexingTests.swift,SourcePackages,C-dependency,665,20713,dependency
5,567,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXArray+InitTests.swift,SourcePackages,C-dependency,266,7942,dependency
5,568,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXArray+OpsTests.swift,SourcePackages,C-dependency,184,5111,dependency
5,569,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXArrayTests.swift,SourcePackages,C-dependency,173,5643,dependency
5,570,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXFastKernelTests.swift,SourcePackages,C-dependency,123,4256,dependency
5,571,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MLXRandomTests.swift,SourcePackages,C-dependency,267,7920,dependency
5,572,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/MemoryTests.swift,SourcePackages,C-dependency,15,266,dependency
5,573,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/ModuleTests.swift,SourcePackages,C-dependency,964,28717,dependency
5,574,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/NestedTests.swift,SourcePackages,C-dependency,140,4177,dependency
5,575,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/OpsTests.swift,SourcePackages,C-dependency,116,3172,dependency
5,576,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/OptimizerTests.swift,SourcePackages,C-dependency,178,5850,dependency
5,577,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/PoolingTests.swift,SourcePackages,C-dependency,70,2436,dependency
5,578,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/QuantizationTests.swift,SourcePackages,C-dependency,37,1716,dependency
5,579,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/SaveTests.swift,SourcePackages,C-dependency,99,2958,dependency
5,580,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/StreamTests.swift,SourcePackages,C-dependency,95,2644,dependency
5,581,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/SubclassTests.swift,SourcePackages,C-dependency,39,1020,dependency
5,582,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/TransformTests.swift,SourcePackages,C-dependency,415,11409,dependency
5,583,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/UpsampleTests.swift,SourcePackages,C-dependency,50,1362,dependency
5,584,SourcePackages/checkouts/mlx-swift/Tests/MLXTests/Utils.swift,SourcePackages,C-dependency,39,1365,dependency
5,585,SourcePackages/checkouts/swift-atomics/Package.swift,SourcePackages,C-dependency,90,3171,dependency
5,586,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Conformances/OptionalRawRepresentable.swift,SourcePackages,C-dependency,145,5113,dependency
5,587,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Conformances/RawRepresentable.swift,SourcePackages,C-dependency,139,4698,dependency
5,588,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Conformances/autogenerated/AtomicBool.swift,SourcePackages,C-dependency,454,16047,dependency
5,589,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Conformances/autogenerated/IntegerConformances.swift,SourcePackages,C-dependency,2182,67343,large-file;dependency
5,590,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Conformances/autogenerated/PointerConformances.swift,SourcePackages,C-dependency,1315,42200,large-file;dependency
5,591,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Primitives/autogenerated/Primitives.native.swift,SourcePackages,C-dependency,2448,99887,large-file;dependency
5,592,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Protocols/AtomicInteger.swift,SourcePackages,C-dependency,123,5536,dependency
5,593,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Protocols/AtomicOptionalWrappable.swift,SourcePackages,C-dependency,29,1198,dependency
5,594,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Protocols/AtomicReference.swift,SourcePackages,C-dependency,591,20402,dependency
5,595,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Protocols/AtomicStorage.swift,SourcePackages,C-dependency,282,12133,dependency
5,596,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Protocols/AtomicValue.swift,SourcePackages,C-dependency,19,824,dependency
5,597,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/AtomicMemoryOrderings.swift,SourcePackages,C-dependency,333,11143,dependency
5,598,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/DoubleWord.swift,SourcePackages,C-dependency,114,2928,dependency
5,599,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/ManagedAtomic.swift,SourcePackages,C-dependency,266,10029,dependency
5,600,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/ManagedAtomicLazyReference.swift,SourcePackages,C-dependency,103,3706,dependency
5,601,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/UnsafeAtomic.swift,SourcePackages,C-dependency,293,11113,dependency
5,602,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/UnsafeAtomicLazyReference.swift,SourcePackages,C-dependency,170,6450,dependency
5,603,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Types/autogenerated/IntegerOperations.swift,SourcePackages,C-dependency,497,17502,dependency
5,604,SourcePackages/checkouts/swift-atomics/Sources/Atomics/Unmanaged extensions.swift,SourcePackages,C-dependency,50,1829,dependency
5,605,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/AtomicLazyReference.swift,SourcePackages,C-dependency,70,2199,dependency
5,606,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/BasicTestSupport.swift,SourcePackages,C-dependency,67,1913,dependency
5,607,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicBoolTests.swift,SourcePackages,C-dependency,2503,81799,large-file;dependency
5,608,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicDoubleWordTests.swift,SourcePackages,C-dependency,1901,85407,large-file;dependency
5,609,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicInt16Tests.swift,SourcePackages,C-dependency,2903,95499,large-file;dependency
5,610,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicInt32Tests.swift,SourcePackages,C-dependency,2903,95499,large-file;dependency
5,611,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicInt64Tests.swift,SourcePackages,C-dependency,2903,95499,large-file;dependency
5,612,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicInt8Tests.swift,SourcePackages,C-dependency,2903,94998,large-file;dependency
5,613,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicIntTests.swift,SourcePackages,C-dependency,2903,94497,large-file;dependency
5,614,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicMutablePointerTests.swift,SourcePackages,C-dependency,1922,66456,large-file;dependency
5,615,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicMutableRawPointerTests.swift,SourcePackages,C-dependency,1911,66047,large-file;dependency
5,616,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalMutablePointerTests.swift,SourcePackages,C-dependency,1922,65365,large-file;dependency
5,617,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalMutableRawPointerTests.swift,SourcePackages,C-dependency,1911,64956,large-file;dependency
5,618,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalPointerTests.swift,SourcePackages,C-dependency,1922,64296,large-file;dependency
5,619,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalRawPointerTests.swift,SourcePackages,C-dependency,1911,63887,large-file;dependency
5,620,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalRawRepresentableTests.swift,SourcePackages,C-dependency,1901,66831,large-file;dependency
5,621,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalReferenceTests.swift,SourcePackages,C-dependency,1903,62287,large-file;dependency
5,622,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicOptionalUnmanagedTests.swift,SourcePackages,C-dependency,1908,63490,large-file;dependency
5,623,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicPointerTests.swift,SourcePackages,C-dependency,1922,64985,large-file;dependency
5,624,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicRawPointerTests.swift,SourcePackages,C-dependency,1911,64576,large-file;dependency
5,625,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicRawRepresentableTests.swift,SourcePackages,C-dependency,1901,65323,large-file;dependency
6,626,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicReferenceTests.swift,SourcePackages,C-dependency,1903,62976,large-file;dependency
6,627,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUInt16Tests.swift,SourcePackages,C-dependency,2903,96000,large-file;dependency
6,628,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUInt32Tests.swift,SourcePackages,C-dependency,2903,96000,large-file;dependency
6,629,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUInt64Tests.swift,SourcePackages,C-dependency,2903,96000,large-file;dependency
6,630,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUInt8Tests.swift,SourcePackages,C-dependency,2903,95499,large-file;dependency
6,631,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUIntTests.swift,SourcePackages,C-dependency,2903,94998,large-file;dependency
6,632,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/Basics/autogenerated/BasicAtomicUnmanagedTests.swift,SourcePackages,C-dependency,1908,64179,large-file;dependency
6,633,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/DoubleWord.swift,SourcePackages,C-dependency,95,3176,dependency
6,634,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/LifetimeTracked.swift,SourcePackages,C-dependency,78,2350,dependency
6,635,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/LockFreeQueue.swift,SourcePackages,C-dependency,195,6115,dependency
6,636,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/LockFreeSingleConsumerStack.swift,SourcePackages,C-dependency,153,4488,dependency
6,637,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/StrongReferenceRace.swift,SourcePackages,C-dependency,289,12368,dependency
6,638,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/StrongReferenceShuffle.swift,SourcePackages,C-dependency,291,9680,dependency
6,639,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/StrongReferenceSubclass.swift,SourcePackages,C-dependency,83,2173,dependency
6,640,SourcePackages/checkouts/swift-atomics/Tests/AtomicsTests/main.swift,SourcePackages,C-dependency,53,2124,dependency
6,641,SourcePackages/checkouts/swift-atomics/Tests/lit/autogenerated/AtomicsFolding.swift,SourcePackages,C-dependency,17205,795931,name-marker;large-file;dependency
6,642,SourcePackages/checkouts/swift-atomics/Tests/lit/autogenerated/UnsafeAtomicInitializers.swift,SourcePackages,C-dependency,276,18762,dependency
6,643,SourcePackages/checkouts/swift-collections/Benchmarks/Package.swift,SourcePackages,C-dependency,54,1720,dependency
6,644,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/ArrayBenchmarks.swift,SourcePackages,C-dependency,276,6418,dependency
6,645,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/BigStringBenchmarks.swift,SourcePackages,C-dependency,458,11981,dependency
6,646,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/BitsetBenchmarks.swift,SourcePackages,C-dependency,357,8730,dependency
6,647,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppBenchmarks.swift,SourcePackages,C-dependency,45,1311,dependency
6,648,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppDequeBenchmarks.swift,SourcePackages,C-dependency,170,4342,dependency
6,649,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppMapBenchmarks.swift,SourcePackages,C-dependency,59,1496,dependency
6,650,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppPriorityQueueBenchmarks.swift,SourcePackages,C-dependency,96,2114,dependency
6,651,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppUnorderedMapBenchmarks.swift,SourcePackages,C-dependency,153,4420,dependency
6,652,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppUnorderedSetBenchmarks.swift,SourcePackages,C-dependency,122,3363,dependency
6,653,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppVectorBenchmarks.swift,SourcePackages,C-dependency,188,4975,dependency
6,654,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Cpp/CppVectorBoolBenchmarks.swift,SourcePackages,C-dependency,237,6857,dependency
6,655,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/CustomGenerators.swift,SourcePackages,C-dependency,70,1709,dependency
6,656,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/DequeBenchmarks.swift,SourcePackages,C-dependency,541,12745,dependency
6,657,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/DictionaryBenchmarks.swift,SourcePackages,C-dependency,440,12000,dependency
6,658,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Foundation/CFBinaryHeapBenchmarks.swift,SourcePackages,C-dependency,103,2898,dependency
6,659,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Foundation/CFBitVectorBenchmarks.swift,SourcePackages,C-dependency,161,4393,dependency
6,660,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Foundation/FoundationBenchmarks.swift,SourcePackages,C-dependency,19,621,dependency
6,661,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/HeapBenchmarks.swift,SourcePackages,C-dependency,88,2116,dependency
6,662,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/Kalimba.swift,SourcePackages,C-dependency,64,1673,dependency
6,663,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/OrderedDictionaryBenchmarks.swift,SourcePackages,C-dependency,600,16721,dependency
6,664,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/OrderedSetBenchmarks.swift,SourcePackages,C-dependency,612,16048,dependency
6,665,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/SetBenchmarks.swift,SourcePackages,C-dependency,504,13206,dependency
6,666,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/ShareableDictionaryBenchmarks.swift,SourcePackages,C-dependency,532,14763,dependency
6,667,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/ShareableSetBenchmarks.swift,SourcePackages,C-dependency,477,13104,dependency
6,668,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/SortedDictionaryBenchmarks.swift,SourcePackages,C-dependency,305,8143,dependency
6,669,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/Benchmarks/SortedSetBenchmarks.swift,SourcePackages,C-dependency,209,5299,dependency
6,670,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/benchmark-tool/main.swift,SourcePackages,C-dependency,49,1493,dependency
6,671,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/memory-benchmark/DictionaryStatistics.swift,SourcePackages,C-dependency,62,2623,dependency
6,672,SourcePackages/checkouts/swift-collections/Benchmarks/Sources/memory-benchmark/MemoryBenchmarks.swift,SourcePackages,C-dependency,80,2174,dependency
6,673,SourcePackages/checkouts/swift-collections/Package.swift,SourcePackages,C-dependency,367,11471,dependency
6,674,SourcePackages/checkouts/swift-collections/Package@swift-6.0.swift,SourcePackages,C-dependency,391,11952,dependency
6,675,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Append.swift,SourcePackages,C-dependency,347,11669,dependency
6,676,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Experimental.swift,SourcePackages,C-dependency,101,3134,dependency
6,677,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Initializers.swift,SourcePackages,C-dependency,151,5208,dependency
6,678,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Insertions.swift,SourcePackages,C-dependency,483,17881,dependency
6,679,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Removals.swift,SourcePackages,C-dependency,216,7522,dependency
6,680,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray+Replacements.swift,SourcePackages,C-dependency,549,22933,dependency
6,681,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/RigidArray.swift,SourcePackages,C-dependency,591,19638,dependency
6,682,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/UniqueArray+Append.swift,SourcePackages,C-dependency,311,11077,dependency
6,683,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/UniqueArray+Experimental.swift,SourcePackages,C-dependency,106,3166,dependency
6,684,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/UniqueArray+Initializers.swift,SourcePackages,C-dependency,129,4417,dependency
6,685,SourcePackages/checkouts/swift-collections/Sources/BasicContainers/UniqueArray+Insertions.swift,SourcePackages,C-dependency,407,15631,dependency
